text,date
비바G 체크 스마트 가이드 3.맛집 편,2018.05.15~2018.08.31
Global 시대를 위한 원어민 전화영어 할인 이벤트,2018.03.09~2018.08.31
해외여행은 하나 JCB카드와 함께!,2017.04.17~2018.08.20
소낙스 전 관리서비스 20% 단독 할인,2018.05.20~2018.07.31
포시즌스 호텔 프로모션,2017.10.01~2018.07.31
제주 퍼시픽랜드 할인 이벤트,2017.08.01~2018.07.31
하나 더(THE)서비스 뮤지컬 SMOKE,2018.04.03~2018.07.15
해외여행 렌터카 Rentalcars.com에서 할인 받고 떠나자...,2018.04.19~2018.07.13
부산 화미주헤어 할인,2017.08.31~2018.07.09
하나 더(THE)서비스 뮤지컬 SMOKE,2018.04.03~2018.07.15
해외여행 렌터카 Rentalcars.com에서 할인 받고 떠나자...,2018.04.19~2018.07.13
부산 화미주헤어 할인,2017.08.31~2018.07.09
금융서비스 이용 시 최대 5만 하나머니 적립!,2018.05.28~2018.06.30
문화를 즐기는 하나의 방법 월간 하나컬처.#15,2018.05.09~2018.06.30
SK매직 최대 30만머니 적립 놀람직 믹서기 증정은 바람...,2018.05.24~2018.06.30
다이닝 서비스 5~6월 추가혜택,2018.05.01~2018.06.30
하나멤버스 카드명세서 신청 시 아메리카노 증정,2018.05.01~2018.06.30
아워홈 호스피탈리티 Family Holidays,2018.05.01~2018.06.30
하나카드로 즐기는 뮤직메이트 스트리밍 이용권 특별 ...,2018.04.25~2018.06.30
삼익면세점 선불카드 증정+추가 증정 혜택,2018.04.01~2018.06.30
익스피디아 국내/해외 호텔 12% 할인,2018.04.01~2018.06.30
다이닝 서비스 2분기 스페셜오퍼,2018.04.01~2018.06.30
해비치호텔&리조트 제주 인조이 온리 포유 패키지 프로...,2018.04.01~2018.06.30
하나카드와 함께하는 인기가전 이벤트,2018.03.01~2018.06.30
국내! 해외! 이용금액 할부 전환 이벤트,2018.01.16~2018.06.30
하나카드 40주년 기념 신청 무이자할부 이벤트,2018.01.01~2018.06.30
하나카드 40주년 기념 무이자 할부 이벤트,2018.01.01~2018.06.30
자동차 구매 오토캐쉬백 이벤트,2018.01.01~2018.06.30
써프라이즈 하나데이,2017.12.01~2018.06.30
레진코믹스 이용요금 청구할인 이벤트,2017.09.01~2018.06.30
교직원복지 회원용 하나멤버스 1Q카드 특별 이벤트,2017.07.26~2018.06.30
크로스마일-외국항공사 및 호텔 포인트 전환 추가 적립,2018.06.18~2018.06.29
[하나카드쇼핑 제휴몰] 11번가 더블적립 이벤트,2018.06.01~2018.06.29
힐튼부산 얼리 썸머 패키지 주중 특별 프로모션,2018.05.07~2018.06.29
캐세이패시픽항공 7개 도시 최대 15% 할인,2018.06.08~2018.06.18
영국항공 특별 얼리버드 프로모션,2018.06.01~2018.06.15
[하나카드쇼핑 제휴몰] YES24 7% 청구할인 혜택,2018.05.15~2018.06.14
Movie Tonight 마흔세번째 밤 <탐정:리턴즈>,2018.05.24~2018.06.07
아워홈 호스피탈리티 A1 멤버십 Dinner Week,2018.06.01~2018.06.07
제주 해비치 골프&조이 아마추어 커플 골프대회 특별 ...,2018.03.30~2018.06.04
SK엠앤서비스 다이렉트 자동차보험 혜택 이벤트,2018.04.01~2018.06.03
[하나카드쇼핑 제휴몰] 제로투세븐 7% 청구할인 혜택,2018.05.21~2018.05.31
11번가 할인 이벤트,2018.05.14~2018.05.31
G마켓 도서 즉시할인 이벤트,2018.05.01~2018.05.31
아멕스 해외 사용 할인 이벤트,2018.05.01~2018.05.31
하나카드 x agoda 해외호텔 최대 10% 할인,2018.05.01~2018.05.31
"미리 준비하면, 득템!! 모두투어와 함께 준비하는 여름...",2018.05.01~2018.05.31
삼성화재 다이렉트 보험료 확인 이벤트,2018.05.01~2018.05.31
KB손해보험 다이렉트 자동차보험 캐쉬백 이벤트,2018.05.01~2018.05.31
만원의 써프라이즈 Ha나 혼자 산다! 2탄,2018.05.02~2018.05.31
DB손해보험 캐쉬백 이벤트,2018.05.01~2018.05.31
스마트폰 구입 18만 하나Money 적립이벤트,2018.05.01~2018.05.31
하나카드 & KRT 여행사 지금 바로 해외패키지 여행 이...,2018.05.01~2018.05.31
해외직구도 역시 하나카드 하나로 ALL KILL!,2018.05.01~2018.05.31
해외여행자 보험 30% 청구할인 앵콜! 이 혜택 실화야?...,2018.05.01~2018.05.31
[하나카드쇼핑 제휴몰] 11번가 더블적립 이벤트,2018.05.01~2018.05.31
"5월은 가족, 그리고 하나카드와 함께!",2018.05.01~2018.05.31
제주아쿠아나 만원의 써프라이즈,2018.05.01~2018.05.31
아산스파비스 만원의 써프라이즈,2018.05.01~2018.05.31
하나카드 X 아고다 아고다 최저 보장 + 국내 호텔 8% ...,2018.04.25~2018.05.31
인터넷에서 통커 카드를 신청하시면 연회비를 돌려 드...,2018.04.23~2018.05.31
해외여행? 하나카드 하나면 돼!,2018.04.19~2018.05.31
롯데면세점 해외점 최대 15% 할인,2018.04.16~2018.05.31
1Q오토론(하나카드) 출시 기념 이벤트,2018.03.12~2018.05.31
하나카드 플래티늄 카드 고객 대상 Tasty May 프로모션,2018.04.17~2018.05.31
하나카드 X HOTELS.COM 최대 12% 할인,2018.04.16~2018.05.30
어딜가야 하나~ 세계자연유산 제주에 가야지!,2018.04.13~2018.05.31
"싱그러운 5월엔 떠나볼까요? 휘닉스 평창, 휘닉스 제주...",2018.04.13~2018.05.31
"대자연 속 쉼표 하나, 엘리시안 제주 객실 할인",2018.04.13~2018.05.31
매 순간 언제나 Discover Japan with 비바G체크,2018.04.20~2018.05.31
2018 Welcome 하나 master카드 이벤트,2018.03.30~2018.05.31
여행하기 좋은 계절엔 금호리조트가 딱 좋아!,2018.04.01~2018.05.31
롯데호텔 Amazing Spring 프로모션,2018.03.27~2018.05.31
아난티 남해 객실패키지 단독 특가 프로모션,2018.04.01~2018.05.31
하나멤버스와 함께하는 하나카드 해외이용 Go!Go!Go! ...,2018.03.16~2018.05.31
더 플라자 하나카드 회원 단독 객실 봄패키지 프로모션,2018.03.09~2018.05.31
LH / SH 주택 임대료 자동납부 신규 신청 이벤트,2018.03.01~2018.05.31
홈페이지에서 신용카드 신청하시면 연회비를 돌려드려...,2018.05.01~2018.05.31
"#바코드, #1Q삼성페이, #하나머니 #적립 #참쉽죠?",2018.05.21~2018.05.27
위메프 쿠폰 할인 이벤트,2018.05.01~2018.05.22
웨이하이포인트 골프 & 리조트 + 디너콘서트,2018.04.27~2018.05.18
Movie Tonight 마흔두번째 밤 <독전>,2018.05.03~2018.05.16
하나카드 쇼핑몰 땡큐 페스티벌,2018.04.18~2018.05.11
[하나카드쇼핑 제휴몰] 알라딘 10% 청구할인 혜택,2018.04.16~2018.05.11
홈플러스 가정의 달 완구 할인 이벤트,2018.04.26~2018.05.09
하나 VISA카드 2018 FIFA World Cup™ 이벤트,2018.04.01~2018.05.07
문화를 즐기는 하나의 방법 월간 하나컬처.#14,2018.04.10~2018.05.03
해외직구도 역시 하나카드 하나로 ALL KILL!,2018.04.09~2018.04.30
11번가 할인 이벤트,2018.04.07~2018.04.30
KB손해보험 다이렉트 자동차보험 캐쉬백 이벤트,2018.04.01~2018.04.30
DB손해보험 캐쉬백 이벤트,2018.04.01~2018.04.30
삼성화재 다이렉트 보험료 확인 이벤트,2018.04.01~2018.04.30
삼성화재 다이렉트 자동차보험 캐쉬백 이벤트,2018.04.01~2018.04.30
한화손해보험 캐쉬백 이벤트,2018.04.01~2018.04.30
롯데하우머치 다이렉트 신규고객 이벤트,2018.04.01~2018.04.30
스마트폰 구입 18만 하나Money 적립이벤트,2018.04.01~2018.04.30
[하나카드쇼핑 제휴몰] 11번가 더블적립 이벤트,2018.04.03~2018.04.30
하나카드 x agoda 해외호텔 최대 10% 할인,2018.04.01~2018.04.30
해외여행자 보험 30% 청구할인 이 혜택 실화야?,2018.04.01~2018.04.30
강력한 혜택으로 다시 돌아왔다! 롯데워터파크 50% 할...,2018.03.31~2018.04.30
하나카드 & KRT 여행사 지금 바로 해외패키지 여행 이...,2018.04.01~2018.04.30
힐튼 부산 다모임 주중 3+1 할인 프로모션,2018.03.23~2018.04.30
힐튼 부산 오션 뷰 객실 특별 할인 프로모션,2018.03.26~2018.04.30
아멕스 해외 사용 할인 이벤트,2018.04.01~2018.04.30
매 순간 언제나! 봄맞이 고액 결제 캐쉬백,2018.03.28~2018.04.30
장기카드대출(카드론) 이용 시 1만 하나머니 적립,2018.03.19~2018.04.30
하나멤버스 카드명세서 신청 시 아메리카노 증정,2018.03.20~2018.04.30
하나·모두·KRT와 함께 패키지 여행 떠나 봄 ~,2018.03.15~2018.04.30
쏠비치리조트&호텔 양양 대명리조트 천안,2018.03.09~2018.04.30
다이닝 3~4월 혜택,2018.03.01~2018.04.30
휘닉스 평창 객실 패키지,2018.03.02~2018.04.30
오크밸리 뮤지엄SAN 패키지,2018.03.02~2018.04.30
이탈리안 어반 비스트로 더플레이스,2018.03.01~2018.04.30
전통리조트 「구름에」하나 카드회원 단독 봄맞이 고택...,2018.03.01~2018.04.30
"L7홍대, Scented Breeze 프로모션",2018.02.27~2018.04.30
하나카드 40주년 기념 왕대박 경품 페스티벌,2018.01.01~2018.04.30
뮤즈투나잇 <뮤지컬 : 맨 오브 라만차>,2018.03.15~2018.04.26
호텔패스! 최저 가 ~즈아!,2018.03.13~2018.04.25
하나카드x아고다 국내호텔 8% 할인,2018.03.15~2018.04.15
새해 공부 열심히 하시개,2018.03.09~2018.04.15
파크 하얏트 부산 새봄 객실 패키지,2018.03.01~2018.04.15
위메프 쿠폰 할인 이벤트,2018.04.05~2018.04.12
쓰면 쓸 수록 더 좋은 하나 더(THE)서비스,2018.01.01~2018.04.12
아시아나항공 일본 노선 최대 10% 할인!,2018.03.13~2018.04.09
문화를 즐기는 하나의 방법 월간 하나컬처.#13,2018.03.12~2018.04.07
하나카드와 LGU+가 함께라면 최대 36.5만원 혜택+,2018.03.01~2018.03.31
[하나카드쇼핑 제휴몰] 제로투세븐 9% 청구할인 혜택,2018.03.12~2018.03.31
G마켓 즉시할인 이벤트,2018.03.01~2018.03.31
GS Fresh 土요일의 혜택,2018.03.01~2018.03.31
라발레 빌리지 럭셔리 쇼핑 VIP 초대권,2018.03.09~2018.03.31
하나 JCB카드 & 비타트라 $20 즉시 할인,2018.03.01~2018.03.31
하나카드 & KRT 여행사 지금 바로 해외패키지 여행 이...,2018.03.01~2018.03.31
스마트폰 구입 18만 하나Money 적립이벤트,2018.03.01~2018.03.31
제주 히든 클리프 호텔&네이쳐 객실 특가 프로모션,2018.03.01~2018.03.31
해외여행자 보험 15% 청구할인 받고 CGV 영화예매권의...,2018.03.01~2018.03.31
KB손해보험 다이렉트 자동차보험 캐쉬백 이벤트,2018.03.01~2018.03.31
하나카드 x agoda 해외호텔 최대 10% 할인,2018.03.01~2018.03.31
만원의 써프라이즈 Ha나 혼자 산다!,2018.03.02~2018.03.31
SK엠앤서비스 다이렉트 자동차보험 혜택 이벤트,2018.03.01~2018.03.31
한화손해보험 캐쉬백 이벤트,2018.03.01~2018.03.31
DB손해보험 캐쉬백 이벤트,2018.03.01~2018.03.31
삼성화재 다이렉트 자동차보험 캐쉬백 이벤트,2018.03.01~2018.03.31
"더 큰 혜택 ""하나 더(THE)서비스"" 뮤지컬 SMOKE",2018.03.09~2018.03.31
라로카 빌리지 VIP초대권,2018.02.21~2018.03.31
스키어라면 놓칠 수 없는 단 “하나”의 스키장 할인,2018.02.12~2018.03.31
삼성화재 다이렉트 보험료 확인 이벤트,2018.03.01~2018.03.31
익스피디아 국내/해외 호텔 13% 할인,2018.02.12~2018.03.31
롯데하우머치 다이렉트 신규고객 이벤트,2018.03.01~2018.03.31
롯데호텔 FUN & YUM 프로모션,2018.01.29~2018.03.31
하나카드 X HOTELS.COM 최대 12% 할인,2018.01.26~2018.03.31
금호리조트 최대 34% 할인 이벤트,2018.02.01~2018.03.31
글로벌 라이드쉐어링 UBER 할인 이벤트,2018.01.22~2018.03.31
파크 하얏트 서울 설 맞이 특별 혜택,2018.02.01~2018.03.31
아난티 남해 단독 특가 프로모션,2018.02.01~2018.03.31
라마다 용인 호텔 “Refresh package”,2018.01.08~2018.03.31
다이닝 서비스 1분기 스페셜오퍼,2018.01.01~2018.03.31
메디노블스 하나머니 적립 이벤트,2018.01.01~2018.03.31
전국 6개 스키장 할인 이벤트,2017.11.30~2018.03.31
새봄맞이 상해 플라이 앤 크루즈 단독 크루즈 프로모션,2018.03.07~2018.03.30
[하나카드쇼핑 제휴몰] 11번가 더블적립 이벤트,2018.03.01~2018.03.30
제주 히든 클리프 호텔&네이쳐 단독 객실 프로모션,2017.12.07~2018.03.28
[하나카드쇼핑 제휴몰] 알라딘 10% 청구할인 혜택,2018.02.19~2018.03.23
현대H몰 청구할인 이벤트,2018.03.08~2018.03.21
[하나카드쇼핑 제휴몰] YES24 9% 청구할인 혜택,2018.02.19~2018.03.16
위메프 쿠폰 할인 이벤트,2018.03.01~2018.03.12
문화를 즐기는 하나의 방법 월간 하나컬처.#12,2018.02.12~2018.03.10
11번가 할인 이벤트,2018.03.01~2018.03.08
Movie Tonight 마흔한번째 밤 <지금 만나러 갑니다>,2018.02.23~2018.03.06
웅진플레이도시 최대 50% 할인,2018.02.14~2018.03.04
라발레 빌리지 설 연휴 VIP 초대권,2018.02.10~2018.03.04
문자로 확인하면 스타벅스 쿠폰이!!!,2018.02.05~2018.03.04
하나카드 x agoda 해외호텔 최대 10% 할인,2018.02.09~2018.02.28
위메프 쿠폰/즉시 할인 이벤트,2018.02.01~2018.02.28
G마켓 할인 이벤트,2018.02.01~2018.02.28
[하나카드쇼핑 제휴몰] 제로투세븐 7% 청구할인 혜택,2018.02.01~2018.02.28
"""복 많이 받으시개"" 설 맞이 이벤트",2018.02.01~2018.02.28
하나카드 & KRT 여행사 지금 바로 해외패키지 여행 이...,2018.02.01~2018.02.28
[하나카드쇼핑 제휴몰] 인터파크도서 10% 청구할인 혜...,2018.02.01~2018.02.28
